clause_type,preprocessed_text
contribution,"['indemnif', 'provid', 'section', 'shall', 'reason', 'held', 'court', 'unavail', 'indemnifi', 'parti', 'subsect', 'hereof', 'respect', 'loss', 'claim', 'damag', 'liabil', 'action', 'respect', 'thereof', 'lieu', 'paid', 'payabl', 'subsect', 'hereof', 'indemnifi', 'parti', 'indemnifi', 'parti', 'subsect', 'hereof', 'shall', 'contribut', 'aggreg', 'loss', 'claim', 'damag', 'liabil', 'includ', 'legal', 'expens', 'reason', 'incur', 'connect', 'investig', 'proport', 'appropri', 'reflect', 'rel', 'fault', 'indemnifi', 'parti', 'hand', 'indemnifi', 'parti', 'result', 'loss', 'claim', 'damag', 'liabil', 'action', 'respect', 'thereof', 'respect', 'statement', 'omiss', 'result', 'loss', 'claim', 'damag', 'liabil', 'action', 'respect', 'thereof', 'relev', 'equit', 'consider', 'alloc', 'provid', 'claus', 'permit', 'applic', 'law', 'alloc', 'provid', 'claus', 'provid', 'greater', 'indemnifi', 'parti', 'claus', 'proport', 'shall', 'appropri', 'reflect', 'rel', 'fault', 'rel', 'benefit', 'receiv', 'indemnifi', 'parti', 'indemnifi', 'parti', 'offer', 'secur', 'cover', 'registr', 'statement', 'relev', 'equit', 'consider', 'parti', 'hereto', 'agre', 'equit', 'contribut', 'pursuant', 'section', 'determin', 'pro', 'rata', 'alloc', 'method', 'alloc', 'account', 'equit', 'consider', 'refer', 'preced', 'sentenc', 'section', 'person', 'guilti', 'fraudul', 'misrepresent', 'mean', 'section', 'secur', 'act', 'shall', 'entitl', 'contribut', 'person', 'guilti', 'fraudul', 'misrepresent', 'addit', 'person', 'shall', 'oblig', 'contribut', 'hereund', 'amount', 'payment', 'settlement', 'action', 'claim', 'effect', 'person', 'consent', 'consent', 'shall', 'unreason', 'withheld', 'notwithstand', 'subsect', 'contrari', 'indemnifi', 'parti', 'compani', 'shall', 'requir', 'contribut', 'excess', 'proce', 'net', 'expens']"
confidential-information,"['parti', 'receiv', 'parti', 'shall', 'maintain', 'confid', 'inform', 'heretofor', 'disclos', 'disclos', 'parti', 'term', 'agreement', 'period', 'year', 'follow', 'termin', 'expir', 'term', 'receiv', 'parti', 'know', 'reason', 'know', 'trade', 'secret', 'proprietari', 'inform', 'own', 'licens', 'includ', 'limit', 'inform', 'relat', 'crystal', 'modul', 'devic', 'crystal', 'licens', 'patent', 'patent', 'applic', 'technolog', 'process', 'busi', 'plan', 'parti', 'includ', 'limit', 'inform', 'design', 'confidenti', 'write', 'parti', 'forego', 'hereinaft', 'refer', 'confidenti', 'inform', 'shall', 'us', 'confidenti', 'inform', 'permit', 'agreement', 'disclos', 'offic', 'director', 'employe', 'necessari', 'connect', 'parti', 'activ', 'contempl', 'agreement', 'parti', 'shall', 'us', 'best', 'effort', 'ensur', 'offic', 'director', 'employe', 'disclos', 'unauthor', 'us', 'confidenti', 'inform', 'parti', 'shall', 'notifi', 'promptli', 'discoveri', 'unauthor', 'us', 'disclosur', 'confidenti', 'inform']"
indemnification,"['parti', 'provid', 'servic', 'pursuant', 'agreement', 'defend', 'parti', 'receiv', 'servic', 'data', 'provid', 'result', 'servic', 'claim', 'infring', 'aris', 'sole', 'us', 'receiv', 'parti', 'servic', 'manner', 'contempl', 'agreement', 'indemnifi', 'receiv', 'parti', 'damag', 'award', 'base', 'sole', 'claim', 'accord', 'section', 'preced']"
indemnification,"['trust', 'agre', 'indemnifi', 'defend', 'hold', 'acc', 'offic', 'director', 'person', 'control', 'acc', 'mean', 'section', 'act', '“acc', 'entities”', 'free', 'harmless', 'claim', 'demand', 'liabil', 'expens', 'includ', 'cost', 'investig', 'defend', 'claim', 'demand', 'liabil', 'counsel', 'fee', 'incur', 'connect', 'therewith', 'acc', 'offic', 'director', 'control', 'person', 'incur', 'act', 'common', 'law', 'aris', 'base', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'prospectu', 'sai', 'sale', 'literatur', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'thereof', 'necessari', 'statement', 'mislead', 'iii', 'failur', 'trust', 'compli', 'term', 'agreement', 'provid', 'event', 'shall', 'contain', 'constru', 'protect', 'acc', 'liabil', 'trust', 'sharehold', 'acc', 'subject', 'reason', 'will', 'misfeas', 'bad', 'faith', 'gross', 'neglig', 'perform', 'duti', 'reason', 'reckless', 'disregard', 'oblig', 'agreement']"
confidential-information,"['kei', 'employe', 'directli', 'indirectli', 'time', 'follow', 'termin', 'employ', 'compani', 'reason', 'reveal', 'divulg', 'known', 'person', 'entiti', 'us', 'kei', 'employee’', 'person', 'benefit', 'includ', 'purpos', 'solicit', 'busi', 'competit', 'busi', 'compani', 'subsidiari', 'affili', 'inform', 'acquir', 'employ', 'term', 'regard', 'financi', 'busi', 'affair', 'compani', 'subsidiari', 'affili', 'includ', 'list', 'record', 'person', 'entiti', 'compani', 'subsidiari', 'affili', 'deal', 'inform', 'public', 'domain', 'inform', 'kei', 'employe', 'requir', 'disclos', 'follow', 'circumst', 'direct', 'author', 'government', 'entiti', 'pursuant', 'subpoena', 'court', 'process', 'requir', 'law', 'rule', 'regul', 'order', 'applic', 'regulatori', 'bodi', 'necessari', 'opinion', 'counsel', 'kei', 'employe', 'disclos', 'kei', 'employe', 'connect', 'legal', 'action', 'proceed', 'involv', 'kei', 'employe', 'capac', 'employe', 'offic', 'director', 'stockhold', 'compani', 'subsidiari', 'affili', 'compani']"
arbitration,"['provid', 'paragraph', 'agreement', 'disput', 'controversi', 'aris', 'conjunct', 'execut', 'employ', 'termin', 'compani', 'disput', 'controversi', 'aris', 'connect', 'agreement', 'claim', 'vest', 'benefit', 'brought', 'erisa', 'shall', 'settl', 'mandatori', 'arbitr', 'conduct', 'arbitr', 'have', 'knowledg', 'employ', 'law', 'accord', 'rule', 'expedit', 'resolut', 'employ', 'disput', 'american', 'arbitr', 'associ', 'effect', 'arbitr', 'shall', 'held', 'memphi', 'tennesse', 'metropolitan', 'area', 'locat', 'select', 'compani', 'determin', 'arbitr', 'shall', 'thirti', 'dai', 'follow', 'close', 'hear', 'disput', 'controversi', 'shall', 'final', 'bind', 'parti', 'parti', 'waiv', 'right', 'trial', 'claim', 'aris', 'agreement', 'breach', 'agreement', 'parti', 'agre', 'pai', 'cost', 'expens', 'incur', 'connect', 'arbitr', 'includ', 'limit', 'attornei', 'fee', 'half', 'arbitr', 'fee', 'arbitr', 'determin', 'expens', 'alloc', 'applic', 'law', 'maintain', 'valid', 'section']"
indemnification-and-contribution,"['connect', 'shelf', 'registr', 'statement', 'connect', 'deliveri', 'prospectu', 'contain', 'exchang', 'offer', 'registr', 'statement', 'particip', 'broker', 'dealer', 'initi', 'purchas', 'applic', 'seek', 'sell', 'exchang', 'bond', 'compani', 'shall', 'indemnifi', 'defend', 'hold', 'harmless', 'holder', 'registr', 'bond', 'includ', 'shelf', 'registr', 'statement', 'particip', 'broker', 'dealer', 'initi', 'purchas', 'sell', 'exchang', 'bond', 'underwrit', 'offic', 'employe', 'person', 'control', 'person', 'mean', 'section', 'secur', 'act', 'section', 'exchang', 'act', 'loss', 'claim', 'damag', 'liabil', 'joint', 'holder', 'particip', 'broker', 'dealer', 'initi', 'purchas', 'underwrit', 'offic', 'employe', 'control', 'person', 'subject', 'secur', 'act', 'statut', 'common', 'law', 'shall', 'reimburs', 'holder', 'particip', 'broker', 'dealer', 'initi', 'purchas', 'underwrit', 'offic', 'employe', 'control', 'person', 'legal', 'expens', 'includ', 'extent', 'hereinaft', 'provid', 'reason', 'counsel', 'fee', 'incur', 'holder', 'particip', 'broker', 'dealer', 'initi', 'purchas', 'underwrit', 'offic', 'employe', 'control', 'person', 'connect', 'investig', 'loss', 'claim', 'damag', 'liabil', 'connect', 'defend', 'action', 'insofar', 'loss', 'claim', 'damag', 'liabil', 'expens', 'action', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'amend', 'thereto', 'prospectu', 'amend', 'supplement', 'thereto', 'cover', 'registr', 'bond', 'exchang', 'bond', 'applic', 'omiss', 'alleg', 'omiss', 'state', 'registr', 'statement', 'amend', 'thereto', 'prospectu', 'amend', 'supplement', 'thereto', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'act', 'failur', 'act', 'alleg', 'act', 'failur', 'act', 'holder', 'particip', 'broker', 'dealer', 'initi', 'purchas', 'underwrit', 'offic', 'employe', 'control', 'person', 'connect', 'relat', 'manner', 'bond', 'transact', 'contempl', 'includ', 'refer', 'loss', 'claim', 'damag', 'liabil', 'action', 'aris', 'base', 'matter', 'cov']"
capitalization,"['author', 'outstand', 'secur', 'compani', 'immedi', 'prior', 'initi', 'invest', 'secur', 'set', 'forth', '“secur', 'offered”', 'offer', 'circular', 'set', 'forth', 'offer', 'circular', 'outstand', 'option', 'warrant', 'right', 'includ', 'convers', 'preemptiv', 'right', 'right', 'refus', 'agreement', 'kind', 'oral', 'written', 'purchas', 'acquisit', 'compani', 'secur']"
indemnification-by-the-company,"['event', 'registr', 'registr', 'secur', 'compani', 'secur', 'act', 'pursuant', 'term', 'agreement', 'compani', 'agre', 'indemn', 'hold', 'harmless', 'holder', 'person', 'particip', 'underwrit', 'offer', 'sale', 'registr', 'secur', 'claim', 'demand', 'loss', 'cost', 'expens', 'oblig', 'liabil', 'joint', 'damag', 'recoveri', 'defici', 'includ', 'penalti', 'attornei', 'fee', 'collect', 'claim', 'holder', 'underwrit', 'subject', 'secur', 'act', 'insofar', 'claim', 'action', 'proceed', 'commenc', 'threaten', 'respect', 'thereto', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'holder', 'registr', 'secur', 'regist', 'secur', 'act', 'preliminari', 'prospectu', 'final', 'prospectu', 'summari', 'prospectu', 'contain', 'amend', 'supplement', 'thereto', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'compani', 'reimburs', 'holder', 'underwrit', 'legal', 'expens', 'reason', 'incur', 'connect', 'investig', 'defend', 'claim', 'action', 'proceed', 'respect', 'thereto', 'provid', 'compani', 'shall', 'liabl', 'case', 'extent', 'claim', 'action', 'proceed', 'respect', 'thereof', 'expens', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'omiss', 'alleg', 'omiss', 'registr', 'statement', 'preliminari', 'prospectu', 'final', 'prospectu', 'summari', 'prospectu', 'amend', 'supplement', 'relianc', 'conform', 'written', 'inform', 'furnish', 'compani', 'instrument', 'duli', 'execut', 'holder', 'specif', 'state', 'us', 'prepar', 'thereof', 'indemn', 'shall', 'remain', 'forc', 'effect', 'regardless', 'investig', 'behalf', 'holder', 'underwrit', 'surviv', 'transfer', 'registr', 'secur', 'holder']"
payment-of-expenses,"['connect', 'offer', 'sale', 'issuanc', 'secur', 'trenwick', 'capit', 'trust', 'connect', 'sale', 'trust', 'secur', 'trenwick', 'capit', 'trust', 'compani', 'capac', 'borrow', 'respect', 'secur', 'shall']"
confidential-information,"['term', 'year', 'period', 'follow', 'executive’', 'termin', 'employ', 'execut', 'shall', 'directli', 'indirectli', 'disclos', 'person', 'entiti', 'author', 'compani', 'subsidiari', 'affili', 'compani', 'receiv', 'inform', 'us', 'appropri', 'benefit', 'benefit', 'person', 'entiti', 'compani', 'subsidiari', 'affili', 'compani', 'document', 'paper', 'relat', 'compani', 'current', 'line', 'busi', 'custom', 'compani', 'subsidiari', 'affili', 'compani', 'includ', 'limit', 'file', 'busi', 'relationship', 'account', 'price', 'polici', 'custom', 'list', 'softwar', 'hardwar', 'materi', 'relat', 'compani', 'current', 'line', 'busi', 'custom', 'compani', 'subsidiari', 'affili', 'compani', 'trade', 'secret', 'confidenti', 'inform', 'includ', 'limit', 'busi', 'oper', 'method', 'draw', 'sketch', 'design', 'product', 'concept', 'know', 'market', 'plan', 'strategi', 'product', 'develop', 'techniqu', 'plan', 'busi', 'acquisit', 'plan', 'financi', 'perform', 'data', 'personnel', 'polici', 'compani', 'subsidiari', 'affili', 'compani', 'gener', 'execut', 'person', 'requir', 'cours', 'perform', 'duti', 'hereund', 'express', 'written', 'consent', 'compani', 'provid', 'confidenti', 'inform', 'shall', 'includ', 'inform', 'readili', 'ascertain', 'public', 'publish', 'inform', 'trade', 'sourc', 'direct', 'indirect', 'result', 'unauthor', 'disclosur', 'execut']"
contribution,"['indemnif', 'provid', 'section', 'hereof', 'reason', 'unavail', 'insuffici', 'hold', 'harmless', 'indemnifi', 'parti', 'respect', 'loss', 'liabil', 'claim', 'damag', 'expens', 'refer', 'indemnifi', 'parti', 'shall', 'contribut', 'aggreg', 'loss', 'liabil', 'claim', 'damag', 'expens', 'incur', 'indemnifi', 'parti', 'incur', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'receiv', 'compani', 'auton', 'sell', 'sharehold', 'hand', 'intern', 'manag', 'hand', 'offer', 'secur', 'pursuant', 'agreement', 'alloc', 'provid', 'claus', 'permit', 'applic', 'law', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'refer', 'claus', 'rel', 'fault', 'compani', 'auton', 'sell', 'sharehold', 'hand', 'intern', 'manag', 'hand', 'connect', 'statement', 'omiss', 'result', 'loss', 'liabil', 'claim', 'damag', 'expens', 'relev', 'equit', 'consider', 'rel', 'benefit', 'receiv', 'compani', 'auton', 'sell', 'sharehold', 'hand', 'intern', 'manag', 'hand', 'connect', 'offer', 'intern', 'secur', 'pursuant', 'agreement', 'shall', 'deem', 'respect', 'proport', 'total', 'net', 'proce', 'offer', 'intern', 'secur', 'pursuant', 'agreement', 'deduct', 'expens', 'receiv', 'compani', 'auton', 'sell', 'sharehold', 'total', 'underwrit', 'discount', 'receiv', 'intern', 'manag', 'case', 'set', 'forth', 'cover', 'intern', 'prospectu', 'rule', 'correspond', 'locat', 'term', 'sheet', 'bear', 'aggreg', 'initi', 'public', 'offer', 'price', 'intern', 'secur', 'set', 'forth', 'cover', 'rel', 'fault', 'compani', 'auton', 'sell', 'sharehold', 'hand', 'intern', 'manag', 'hand', 'shall', 'determin', 'refer', 'thing', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'relat', 'inform', 'suppli', 'compani', 'auton', 'sell', 'sharehold', 'intern', 'manag', 'parti', 'rel', 'intent']"
capitalization,"['compani', 'author', 'capit', 'set', 'forth', 'head', '“descript', 'capit', 'stock”', 'price', 'prospectu', 'issu', 'share', 'capit', 'stock', 'compani', 'duli', 'validli', 'author', 'issu', 'fulli', 'paid', 'non', 'assess', 'issu', 'complianc', 'feder', 'state', 'secur', 'law', 'conform', 'descript', 'thereof', 'contain', 'gener', 'disclosur', 'packag', 'prospectu', 'company’', 'option', 'warrant', 'right', 'purchas', 'exchang', 'secur', 'share', 'company’', 'capit', 'stock', 'duli', 'author', 'validli', 'issu', 'issu', 'complianc', 'feder', 'state', 'secur', 'law', 'outstand', 'share', 'common', 'stock', 'issu', 'violat', 'preemptiv', 'right', 'right', 'refus', 'similar', 'right', 'subscrib', 'purchas', 'secur', 'compani', 'date', 'set', 'forth', 'gener', 'disclosur', 'packag', 'author', 'outstand', 'share', 'capit', 'stock', 'option', 'warrant', 'preemptiv', 'right', 'right', 'refus', 'right', 'purchas', 'equiti', 'debt', 'secur', 'convert', 'exchang', 'exercis', 'capit', 'stock', 'compani', 'describ', 'accur', 'describ', 'gener', 'disclosur', 'packag', 'date', 'compani', 'issu', 'secur', 'common', 'stock', 'issu', 'pursuant', 'exercis', 'warrant', 'exercis', 'stock', 'option', 'award', 'outstand', 'company’', 'stock', 'option', 'plan', 'option', 'secur', 'grant', 'issu', 'pursuant', 'company’', 'exist', 'equiti', 'compens', 'plan', 'plan', 'issuanc', 'common', 'stock', 'pursuant', 'employe', 'stock', 'purchas', 'plan', 'descript', 'company’', 'stock', 'option', 'stock', 'bonu', 'stock', 'plan', 'arrang', 'option', 'right', 'grant', 'thereund', 'describ', 'gener', 'disclosur', 'packag', 'prospectu', 'accur', 'fairli', 'present', 'materi', 'respect', 'inform', 'requir', 'shown', 'respect', 'plan', 'arrang', 'option', 'right']"
indemnification-by-the-company,"['subject', 'condit', 'set', 'forth', 'includ', 'articl', 'bylaw', 'compani', 'agre', 'indemnifi', 'hold', 'harmless', 'select', 'dealer', 'select', 'invest', 'advisor', 'person', 'control', 'select', 'dealer', 'select', 'invest', 'advisor', 'mean', 'section', 'secur', 'act', 'loss', 'liabil', 'claim', 'damag', 'expens', 'whatsoev', 'includ', 'limit', 'expens', 'whatsoev', 'reason', 'incur', 'investig', 'prepar', 'defend', 'settl', 'litig', 'commenc', 'threaten', 'claim', 'whatsoev', 'aris', 'base', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'prospectu', 'time', 'time', 'amend', 'supplement', 'relat', 'preliminari', 'prospectu', 'applic', 'document', 'section', 'collect', 'call', 'applic', 'execut', 'compani', 'base', 'inform', 'furnish', 'compani', 'file', 'jurisdict', 'order', 'qualifi', 'share', 'secur', 'law', 'thereof', 'omiss', 'alleg', 'omiss', 'therefrom', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'light', 'circumst', 'mislead', 'statement', 'omiss', 'relianc', 'conform', 'written', 'inform', 'furnish', 'compani', 'expressli', 'us', 'registr', 'statement', 'relat', 'preliminari', 'prospectu', 'prospectu', 'amend', 'supplement', 'thereof', 'applic', 'sale', 'case', 'notwithstand', 'forego', 'compani', 'shall', 'indemnifi', 'sale', 'agent', 'loss', 'liabil', 'expens', 'aris', 'alleg', 'violat', 'feder', 'state', 'secur', 'law', 'success', 'adjud', 'merit', 'count', 'involv', 'alleg', 'secur', 'law', 'violat', 'particular', 'indemnite', 'claim', 'dismiss', 'prejudic', 'merit', 'court', 'compet', 'jurisdict', 'particular', 'indemnite', 'iii', 'court', 'compet', 'jurisdict', 'approv', 'settlement', 'claim', 'particular', 'indemnite', 'find', 'indemnif', 'settlement', 'relat', 'cost', 'court', 'consid', 'request', 'indemnif', 'advis', 'posit']"
indemnification,"['lender', 'agre', 'indemnifi', 'agent', 'capac', 'extent', 'reimburs', 'borrow', 'limit', 'oblig', 'borrow', 'ratabl', 'accord', 'respect', 'aggreg', 'exposur', 'percentag', 'effect', 'date', 'indemnif', 'sought', 'section', 'indemnif', 'sought', 'date', 'commit', 'shall', 'termin', 'loan', 'shall', 'paid', 'ratabl', 'accord', 'aggreg', 'exposur', 'percentag', 'immedi', 'prior', 'date', 'liabil', 'oblig', 'loss', 'damag', 'penalti', 'action', 'judgment', 'suit', 'cost', 'expens', 'disburs', 'kind', 'whatsoev', 'time', 'payment', 'loan', 'impos', 'incur', 'assert', 'agent', 'wai', 'relat', 'aris', 'commit', 'agreement', 'loan', 'document', 'document', 'contempl', 'refer', 'transact', 'contempl', 'action', 'taken', 'omit', 'agent', 'connect', 'forego', 'provid', 'lender', 'shall', 'liabl', 'payment', 'portion', 'liabil', 'oblig', 'loss', 'damag', 'penalti', 'action', 'judgment', 'suit', 'cost', 'expens', 'disburs', 'final', 'nonappeal', 'decis', 'court', 'compet', 'jurisdict', 'result', 'agent', 'gross', 'neglig', 'will', 'misconduct', 'agreement', 'section', 'shall', 'surviv', 'payment', 'loan', 'amount', 'payabl', 'hereund']"
contribution,"['reason', 'forego', 'indemn', 'unavail', 'indemnifi', 'parti', 'shall', 'contribut', 'paid', 'payabl', 'indemnifi', 'parti', 'result', 'loss', 'claim', 'damag', 'liabil', 'expens', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'receiv', 'indemnifi', 'parti', 'hand', 'indemnifi', 'parti', 'alloc', 'provid', 'claus', 'permit', 'applic', 'law', 'provid', 'lesser', 'sum', 'indemnifi', 'parti', 'hereinaft', 'calcul', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'receiv', 'indemnifi', 'parti', 'hand', 'indemnifi', 'parti', 'rel', 'fault', 'indemnifi', 'parti', 'indemnifi', 'parti', 'relev', 'equit', 'consider', 'notwithstand', 'forego', 'holder', 'shall', 'requir', 'contribut', 'excess', 'holder', 'requir', 'pai', 'indemnifi', 'parti', 'indemn', 'section', 'hereof', 'avail', 'person', 'guilti', 'fraudul', 'misrepresent', 'mean', 'section', 'secur', 'act', 'shall', 'entitl', 'contribut', 'person', 'guilti', 'fraudul', 'misrepresent', 'oblig', 'person', 'contribut', 'pursuant', 'section', 'shall', 'joint']"
